transaction_id,client_id,commercial_id,date_transaction,region,ville,segment_client,age_client,anciennete_client_annees,canal_acquisition,campagne_marketing,cout_acquisition_eur,categorie_produit,produit,nb_licences,montant_brut_eur,remise_pct,montant_net_eur,nb_contacts_avant_vente,duree_cycle_vente_jours,taux_conversion_pct,score_satisfaction,nps_score,taux_utilisation_pct,nb_tickets_support,uptime_pct,churn,statut_renouvellement
TXN-03540,CLI-6075,COM-151,2022-09-19,Île-de-France,Paris,Particulier,31,0,Digital,Google Ads,156.53,Infrastructure Cloud,Hybrid Connect,1,1562.68,3.5,1507.99,5,73,18.3,9.0,24,78.2,2,99.56,0,Upsell
TXN-03541,CLI-4714,COM-195,2021-12-09,Île-de-France,Paris,TPE,59,2,Commercial Terrain,LinkedIn Ads,599.0,Logiciels SaaS,CRM Pro,2,823.51,15.9,692.57,2,89,42.6,10.0,37,33.0,1,99.35,0,Upsell
TXN-03542,CLI-8081,COM-161,2021-05-14,Grand Est,Mulhouse,Startup,26,0,Partenaire Revendeur,Google Ads,109.47,Logiciels SaaS,Collaboration Suite,9,3065.81,15.0,2605.94,4,15,35.8,7.3,67,49.5,2,100.0,0,Renouvelé
TXN-03543,CLI-7638,COM-147,2021-04-04,Île-de-France,Versailles,Particulier,35,2,Digital,Google Ads,74.97,Logiciels SaaS,Collaboration Suite,1,1526.01,11.9,1344.41,3,8,14.7,7.7,22,76.9,3,100.0,0,Renouvelé
TXN-03544,CLI-4686,COM-115,2022-09-03,Auvergne-Rhône-Alpes,Lyon,Startup,23,0,Inbound Marketing,SEO Organique,5.7,Logiciels SaaS,HR Manager,18,1330.04,8.1,1222.31,5,11,35.7,7.5,7,78.3,3,98.59,0,Renouvelé
TXN-03545,CLI-6138,COM-116,2022-08-19,Bretagne,Lorient,TPE,21,0,Digital,Google Ads,493.45,Cybersécurité,SOC 24/7,6,2734.11,3.0,2652.09,1,12,46.2,7.1,68,38.5,2,100.0,0,Renouvelé
TXN-03546,CLI-8860,COM-143,2023-07-23,Île-de-France,Boulogne-Billancourt,TPE,56,0,Téléphonie,Google Ads,184.99,Cybersécurité,SecureGuard Pro,8,2222.24,8.0,2044.46,8,24,44.4,4.2,3,85.2,0,98.65,0,Upsell
TXN-03547,CLI-7783,COM-190,2023-12-02,Île-de-France,Paris,Particulier,40,3,Téléphonie,Email Campaign,43.25,Cybersécurité,Endpoint Shield,1,3727.55,5.4,3526.26,1,5,20.8,5.6,-16,66.9,2,99.5,0,Non renouvelé
TXN-03548,CLI-8235,COM-171,2023-12-10,Nouvelle-Aquitaine,Limoges,TPE,39,2,Téléphonie,SEO Organique,15.09,Infrastructure Cloud,Hybrid Connect,9,10558.93,2.8,10263.28,4,25,37.4,9.4,43,38.6,0,98.37,0,Renouvelé
TXN-03549,CLI-2024,COM-125,2022-11-23,Provence-Alpes-Côte d'Azur,Aix-en-Provence,TPE,18,2,Partenaire Revendeur,SEO Organique,15.22,Data & BI,DataViz Pro,10,5489.04,11.8,4841.33,4,13,26.5,6.3,56,75.8,2,99.3,0,Renouvelé
TXN-03550,CLI-5391,COM-161,2023-06-08,Nouvelle-Aquitaine,La Rochelle,Grand Compte,42,6,Digital,None,0.0,Logiciels SaaS,ERP Cloud,336,12793.44,2.5,12473.6,2,29,18.9,5.3,71,28.2,1,98.48,0,Renouvelé
TXN-03551,CLI-9522,COM-197,2021-10-02,Grand Est,Mulhouse,Particulier,51,4,Digital,Google Ads,395.88,Cybersécurité,SOC 24/7,1,3148.83,4.5,3007.13,5,25,14.8,6.6,54,66.2,2,100.0,0,Non renouvelé
TXN-03552,CLI-1366,COM-181,2022-12-03,Île-de-France,Boulogne-Billancourt,Grand Compte,51,1,Commercial Terrain,Webinar,76.16,Logiciels SaaS,ERP Cloud,475,23624.7,3.4,22821.46,8,18,28.3,6.8,58,52.3,3,98.22,1,Non renouvelé
TXN-03553,CLI-4211,COM-173,2023-10-01,Occitanie,Montpellier,TPE,46,12,Partenaire Revendeur,LinkedIn Ads,110.65,Cybersécurité,SecureGuard Pro,3,3143.5,5.2,2980.04,6,3,15.5,4.6,1,33.5,4,99.65,0,Renouvelé
TXN-03554,CLI-1180,COM-175,2023-01-06,Nouvelle-Aquitaine,Bordeaux,TPE,24,1,Digital,SEO Organique,21.6,Infrastructure Cloud,Cloud Starter,7,3391.69,8.0,3120.35,2,5,51.9,6.9,46,82.6,1,97.57,0,Upsell
TXN-03555,CLI-1844,COM-103,2022-01-21,Île-de-France,Boulogne-Billancourt,TPE,41,0,Partenaire Revendeur,Salon Pro,1289.21,Data & BI,DataViz Pro,1,5073.91,7.7,4683.22,3,12,41.5,7.4,52,57.4,3,98.47,0,Renouvelé
TXN-03556,CLI-8475,COM-107,2021-12-04,Occitanie,Toulouse,Startup,46,14,Commercial Terrain,SEO Organique,14.49,Support & Maintenance,Support Platinum,14,1224.12,8.1,1124.97,3,40,23.3,5.9,16,59.4,3,100.0,0,Renouvelé
TXN-03557,CLI-4740,COM-192,2023-04-07,Provence-Alpes-Côte d'Azur,Nice,Grand Compte,18,0,Digital,SEO Organique,29.06,Data & BI,Analytics Engine,90,80000.0,15.7,67440.0,4,12,37.1,7.8,35,92.1,2,99.74,0,Renouvelé
TXN-03558,CLI-6967,COM-145,2021-02-09,Nouvelle-Aquitaine,La Rochelle,TPE,24,2,Partenaire Revendeur,LinkedIn Ads,509.54,Logiciels SaaS,CRM Pro,9,2368.38,8.0,2178.91,3,9,19.2,10.0,69,66.7,2,98.4,0,Upsell
TXN-03559,CLI-8159,COM-126,2022-04-13,Île-de-France,Paris,Startup,48,1,Digital,LinkedIn Ads,109.54,Logiciels SaaS,Collaboration Suite,5,2088.32,7.1,1940.05,3,47,16.1,6.6,61,85.6,3,99.32,0,Renouvelé
TXN-03560,CLI-6976,COM-151,2022-04-05,Auvergne-Rhône-Alpes,Annecy,Particulier,48,2,Commercial Terrain,SEO Organique,20.38,Support & Maintenance,Support Silver,1,195.09,8.7,178.12,2,61,33.5,5.0,71,35.5,1,99.06,0,Non renouvelé
TXN-03561,CLI-3512,COM-192,2021-09-26,Provence-Alpes-Côte d'Azur,Aix-en-Provence,PME,19,2,Digital,SEO Organique,3.52,Infrastructure Cloud,Hybrid Connect,46,16411.6,4.0,15755.14,4,38,29.4,9.1,19,43.1,3,98.29,1,Non renouvelé
TXN-03562,CLI-7387,COM-198,2022-03-09,Bretagne,Rennes,Particulier,47,0,Commercial Terrain,Email Campaign,36.47,Support & Maintenance,Support Gold,1,232.9,14.3,199.6,2,17,28.9,8.9,80,18.6,3,99.34,0,Upsell
TXN-03563,CLI-1412,COM-152,2021-02-14,Île-de-France,Paris,Startup,39,2,Téléphonie,Email Campaign,9.17,Infrastructure Cloud,Cloud Business,16,8644.05,5.5,8168.63,6,7,14.3,9.3,18,88.5,1,97.48,0,Upsell
TXN-03564,CLI-9415,COM-176,2023-10-31,Auvergne-Rhône-Alpes,Grenoble,Particulier,47,4,Téléphonie,Email Campaign,42.76,Support & Maintenance,Support Bronze,1,259.39,10.0,233.45,1,158,25.9,7.8,-8,77.4,2,98.79,0,Renouvelé
TXN-03565,CLI-3852,COM-126,2021-12-13,Auvergne-Rhône-Alpes,Lyon,TPE,30,0,Commercial Terrain,Google Ads,420.05,Support & Maintenance,Support Silver,3,364.77,4.0,350.18,4,12,58.6,6.1,31,72.9,4,100.0,0,Renouvelé
TXN-03566,CLI-6614,COM-124,2021-09-10,Hauts-de-France,Amiens,TPE,45,1,Commercial Terrain,Google Ads,333.14,Cybersécurité,SecureGuard Basic,2,6685.81,12.2,5870.14,4,17,23.2,7.5,32,58.3,4,98.64,0,Upsell
TXN-03567,CLI-3973,COM-117,2023-01-21,Occitanie,Montpellier,Particulier,48,0,Digital,LinkedIn Ads,784.94,Logiciels SaaS,CRM Pro,1,796.22,3.8,765.96,5,22,28.6,6.2,9,62.7,5,98.94,0,Non renouvelé
TXN-03568,CLI-7800,COM-163,2021-03-18,Hauts-de-France,Lille,Particulier,33,5,Commercial Terrain,Referral,86.57,Infrastructure Cloud,Cloud Starter,1,2497.68,12.3,2190.47,4,24,17.3,9.6,46,56.0,1,99.8,0,Renouvelé
TXN-03569,CLI-4887,COM-155,2023-02-08,Grand Est,Mulhouse,TPE,38,3,Inbound Marketing,Google Ads,85.49,Support & Maintenance,Support Gold,8,1052.44,1.2,1039.81,5,1,36.1,9.0,100,75.1,3,99.43,0,Upsell
TXN-03570,CLI-8714,COM-129,2022-06-08,Bretagne,Quimper,PME,30,6,Partenaire Revendeur,Google Ads,139.86,Support & Maintenance,Support Bronze,33,2165.05,3.6,2087.11,2,68,22.9,4.4,50,63.5,4,97.68,0,Non renouvelé
TXN-03571,CLI-5332,COM-127,2024-01-01,Provence-Alpes-Côte d'Azur,Marseille,TPE,57,0,Digital,None,0.0,Logiciels SaaS,ERP Cloud,6,1979.47,22.3,1538.05,8,63,24.0,6.4,60,90.4,1,98.31,0,Renouvelé
TXN-03572,CLI-2119,COM-133,2021-04-10,Nouvelle-Aquitaine,Bordeaux,TPE,36,0,Digital,Salon Pro,461.47,Infrastructure Cloud,Cloud Business,9,5841.37,11.8,5152.09,5,3,27.2,8.7,57,64.2,2,99.37,0,Renouvelé
TXN-03573,CLI-3318,COM-116,2021-04-09,Bretagne,Brest,PME,26,0,Inbound Marketing,Google Ads,225.41,Data & BI,DataViz Pro,30,7157.73,5.1,6792.69,3,56,14.8,5.0,17,74.9,2,98.01,0,Renouvelé
TXN-03574,CLI-9299,COM-119,2021-08-10,Normandie,Caen,PME,29,0,Commercial Terrain,Google Ads,95.12,Cybersécurité,SecureGuard Basic,17,2133.07,6.3,1998.69,2,5,43.7,7.2,3,59.3,4,100.0,0,Renouvelé
TXN-03575,CLI-9570,COM-168,2021-02-10,Pays de la Loire,Le Mans,Particulier,39,2,Commercial Terrain,None,0.0,Data & BI,ML Platform,1,4756.74,11.2,4223.99,1,8,17.8,4.0,30,79.7,2,99.3,0,Renouvelé
TXN-03576,CLI-7395,COM-145,2021-04-09,Auvergne-Rhône-Alpes,Lyon,Grand Compte,47,10,Partenaire Revendeur,None,0.0,Data & BI,Data Warehouse,285,27500.99,7.1,25548.42,1,21,58.1,6.5,35,69.5,2,99.06,0,Renouvelé
TXN-03577,CLI-8031,COM-189,2021-08-26,Île-de-France,Boulogne-Billancourt,Startup,21,1,Digital,Webinar,64.01,Support & Maintenance,Support Bronze,20,811.36,14.9,690.47,6,112,28.3,7.1,74,61.5,2,100.0,0,Renouvelé
TXN-03578,CLI-2698,COM-151,2023-05-04,Nouvelle-Aquitaine,Bordeaux,PME,60,9,Commercial Terrain,LinkedIn Ads,113.87,Logiciels SaaS,HR Manager,39,1923.56,3.9,1848.54,3,19,20.5,5.1,12,82.9,5,99.54,0,Renouvelé
TXN-03579,CLI-2449,COM-120,2023-06-29,Grand Est,Strasbourg,PME,41,0,Inbound Marketing,Email Campaign,12.34,Logiciels SaaS,Collaboration Suite,28,1370.15,8.5,1253.69,4,14,28.1,7.4,35,87.1,2,99.69,0,Renouvelé
TXN-03580,CLI-3068,COM-198,2023-02-18,Nouvelle-Aquitaine,Bordeaux,Grand Compte,43,7,Téléphonie,None,0.0,Logiciels SaaS,HR Manager,411,9593.26,8.5,8777.83,6,21,22.5,8.1,34,53.5,1,97.77,0,Renouvelé
TXN-03581,CLI-3104,COM-198,2021-09-11,Nouvelle-Aquitaine,Pau,PME,36,0,Digital,None,0.0,Support & Maintenance,Support Bronze,15,4195.27,9.7,3788.33,2,7,27.1,5.5,26,62.0,2,99.57,0,Renouvelé
TXN-03582,CLI-4213,COM-166,2022-06-02,Bretagne,Quimper,Startup,38,7,Digital,Referral,11.93,Infrastructure Cloud,Cloud Enterprise,26,5341.92,6.3,5005.38,5,80,5.8,8.5,51,86.6,2,99.38,0,Upsell
TXN-03583,CLI-3723,COM-129,2023-08-30,Auvergne-Rhône-Alpes,Grenoble,Particulier,36,0,Digital,Google Ads,317.3,Logiciels SaaS,Collaboration Suite,1,935.92,6.0,879.76,2,82,17.1,9.0,42,94.7,1,98.9,0,Renouvelé
TXN-03584,CLI-2237,COM-159,2021-11-10,Bretagne,Lorient,PME,50,8,Partenaire Revendeur,Referral,40.33,Infrastructure Cloud,Hybrid Connect,18,7627.66,7.6,7047.96,5,33,57.2,6.8,76,72.7,0,98.2,0,Renouvelé
TXN-03585,CLI-5322,COM-117,2022-02-25,Auvergne-Rhône-Alpes,Lyon,TPE,37,0,Digital,Webinar,58.38,Infrastructure Cloud,Cloud Enterprise,8,14307.41,17.2,11846.54,2,5,12.0,4.0,39,37.1,2,99.78,1,Non renouvelé
TXN-03586,CLI-3726,COM-128,2021-01-20,Provence-Alpes-Côte d'Azur,Nice,TPE,47,1,Digital,Google Ads,254.67,Data & BI,Analytics Engine,5,9773.9,5.4,9246.11,1,19,38.2,6.0,-23,73.5,3,97.99,0,Renouvelé
TXN-03587,CLI-6280,COM-163,2022-09-09,Auvergne-Rhône-Alpes,Clermont-Ferrand,Particulier,32,2,Inbound Marketing,SEO Organique,20.51,Data & BI,ML Platform,1,1777.63,13.8,1532.32,3,14,35.3,7.7,4,60.1,0,100.0,1,Non renouvelé
TXN-03588,CLI-3606,COM-186,2023-05-12,Grand Est,Strasbourg,Startup,40,1,Digital,SEO Organique,29.63,Cybersécurité,SOC 24/7,17,7093.61,14.2,6086.32,7,164,22.5,5.1,19,72.2,3,99.14,0,Renouvelé
TXN-03589,CLI-7186,COM-122,2021-07-26,Île-de-France,Boulogne-Billancourt,TPE,28,3,Digital,None,0.0,Logiciels SaaS,HR Manager,10,2838.23,13.6,2452.23,4,1,40.9,6.9,-39,96.6,2,99.12,0,Renouvelé
TXN-03590,CLI-2353,COM-123,2023-12-02,Île-de-France,Montreuil,Startup,52,11,Digital,Salon Pro,764.37,Support & Maintenance,Support Bronze,10,620.77,4.3,594.08,5,8,10.9,5.7,3,91.2,2,98.8,0,Non renouvelé
TXN-03591,CLI-2772,COM-143,2022-07-07,Normandie,Caen,Particulier,27,2,Digital,Google Ads,320.28,Logiciels SaaS,HR Manager,1,1833.18,5.1,1739.69,1,20,60.0,7.2,64,40.5,3,98.51,0,Renouvelé
TXN-03592,CLI-9015,COM-196,2021-10-08,Île-de-France,Montreuil,Grand Compte,34,3,Commercial Terrain,Email Campaign,26.17,Cybersécurité,SecureGuard Basic,451,11387.04,10.6,10180.01,4,52,54.7,6.8,-10,75.3,0,98.5,0,Renouvelé
TXN-03593,CLI-9954,COM-174,2023-05-08,Nouvelle-Aquitaine,Pau,TPE,34,0,Inbound Marketing,Referral,0.7,Logiciels SaaS,HR Manager,2,939.09,13.2,815.13,6,39,34.8,7.1,50,79.8,3,97.93,0,Upsell
TXN-03594,CLI-3404,COM-126,2021-08-03,Occitanie,Nîmes,Particulier,33,2,Partenaire Revendeur,Email Campaign,26.48,Logiciels SaaS,Collaboration Suite,1,1216.83,9.8,1097.58,1,93,40.8,8.1,-3,77.9,3,99.35,0,Upsell
TXN-03595,CLI-6458,COM-113,2023-11-14,Nouvelle-Aquitaine,Limoges,Startup,46,1,Commercial Terrain,Google Ads,172.69,Logiciels SaaS,Collaboration Suite,8,3319.76,11.1,2951.27,7,7,35.0,6.7,34,94.9,2,98.31,0,Renouvelé
TXN-03596,CLI-6015,COM-104,2021-08-30,Occitanie,Toulouse,TPE,34,6,Commercial Terrain,SEO Organique,21.34,Cybersécurité,SecureGuard Basic,9,4647.15,2.8,4517.03,6,3,38.3,10.0,34,80.7,5,99.25,0,Renouvelé
TXN-03597,CLI-7460,COM-129,2022-08-02,Provence-Alpes-Côte d'Azur,Marseille,TPE,54,1,Téléphonie,None,0.0,Cybersécurité,Endpoint Shield,9,2939.03,3.7,2830.29,5,26,25.0,9.7,42,53.2,1,98.23,0,Renouvelé
TXN-03598,CLI-6217,COM-129,2021-08-22,Nouvelle-Aquitaine,Limoges,PME,28,3,Digital,Webinar,114.43,Logiciels SaaS,HR Manager,19,3195.68,3.1,3096.61,6,16,20.7,8.0,-8,77.9,2,99.18,0,Renouvelé
TXN-03599,CLI-8397,COM-191,2021-08-06,Auvergne-Rhône-Alpes,Lyon,TPE,40,0,Digital,Email Campaign,48.14,Logiciels SaaS,HR Manager,5,4575.83,6.4,4282.98,5,12,19.7,8.1,65,81.4,3,99.33,0,Upsell
TXN-03600,CLI-5327,COM-160,2023-10-17,Hauts-de-France,Amiens,Startup,28,0,Inbound Marketing,SEO Organique,1.7,Support & Maintenance,Support Bronze,7,1524.48,9.1,1385.75,3,44,33.2,6.2,21,57.7,4,98.87,0,Renouvelé
TXN-03601,CLI-5470,COM-198,2022-02-11,Île-de-France,Versailles,TPE,43,1,Digital,LinkedIn Ads,462.91,Logiciels SaaS,HR Manager,10,1309.54,4.6,1249.3,4,23,10.9,7.9,7,68.7,3,100.0,0,Renouvelé
TXN-03602,CLI-7185,COM-193,2022-02-14,Occitanie,Nîmes,Startup,37,1,Digital,Email Campaign,45.13,Logiciels SaaS,Collaboration Suite,27,1081.95,14.3,927.23,5,11,17.3,8.2,48,72.6,6,98.19,0,Upsell
TXN-03603,CLI-7099,COM-189,2022-06-23,Île-de-France,Versailles,Particulier,36,0,Commercial Terrain,Google Ads,397.66,Infrastructure Cloud,Hybrid Connect,1,1117.91,12.2,981.52,3,23,16.0,8.2,34,59.5,3,99.01,0,Upsell
TXN-03604,CLI-4518,COM-191,2023-12-08,Provence-Alpes-Côte d'Azur,Nice,PME,52,0,Commercial Terrain,Google Ads,463.34,Data & BI,DataViz Pro,47,13682.26,14.4,11712.01,5,80,21.7,9.1,13,65.8,4,98.32,0,Upsell
TXN-03605,CLI-3963,COM-106,2022-02-18,Île-de-France,Versailles,TPE,30,5,Digital,Google Ads,452.93,Logiciels SaaS,HR Manager,7,1591.32,20.1,1271.46,4,9,14.8,7.9,22,83.0,3,99.21,0,Renouvelé
TXN-03606,CLI-7140,COM-100,2023-01-04,Île-de-France,Boulogne-Billancourt,TPE,45,0,Digital,None,0.0,Support & Maintenance,Support Bronze,3,509.54,4.0,489.16,3,18,51.0,7.8,-50,49.1,2,98.33,0,Renouvelé
TXN-03607,CLI-6194,COM-169,2023-04-20,Bretagne,Quimper,Startup,28,6,Commercial Terrain,Referral,75.07,Infrastructure Cloud,Hybrid Connect,18,4076.44,8.3,3738.1,3,10,27.6,9.5,28,52.8,0,99.39,0,Upsell
TXN-03608,CLI-5590,COM-188,2022-08-28,Provence-Alpes-Côte d'Azur,Nice,PME,39,0,Téléphonie,SEO Organique,8.68,Infrastructure Cloud,Cloud Starter,27,7409.61,5.0,7039.13,7,25,38.3,7.4,22,43.9,6,99.16,0,Non renouvelé
TXN-03609,CLI-5692,COM-174,2021-11-25,Pays de la Loire,Saint-Nazaire,TPE,23,0,Digital,Google Ads,385.65,Logiciels SaaS,HR Manager,3,3722.88,1.0,3685.65,5,69,56.5,6.1,21,31.2,1,100.0,0,Non renouvelé
TXN-03610,CLI-2251,COM-139,2021-03-22,Normandie,Rouen,Particulier,30,2,Commercial Terrain,Referral,82.29,Cybersécurité,Endpoint Shield,1,2324.42,6.4,2175.66,6,31,5.0,8.2,12,65.1,5,100.0,0,Upsell
TXN-03611,CLI-2792,COM-118,2023-10-14,Occitanie,Nîmes,TPE,37,2,Téléphonie,SEO Organique,17.17,Logiciels SaaS,CRM Pro,3,2413.03,23.4,1848.38,7,6,39.8,8.4,53,75.0,4,100.0,0,Renouvelé
TXN-03612,CLI-9532,COM-183,2022-03-02,Île-de-France,Boulogne-Billancourt,Particulier,59,2,Inbound Marketing,Email Campaign,37.81,Cybersécurité,SecureGuard Basic,1,2031.56,18.5,1655.72,7,4,37.9,6.5,47,55.0,2,99.34,0,Upsell
TXN-03613,CLI-2598,COM-126,2023-09-12,Auvergne-Rhône-Alpes,Annecy,Particulier,39,2,Digital,Google Ads,309.46,Logiciels SaaS,ERP Cloud,1,861.53,5.2,816.73,5,1,32.5,6.5,43,61.1,2,99.29,0,Non renouvelé
TXN-03614,CLI-9721,COM-132,2022-11-09,Grand Est,Reims,PME,57,1,Digital,Email Campaign,23.96,Infrastructure Cloud,Cloud Starter,19,13236.08,6.6,12362.5,6,55,13.3,7.4,3,88.2,1,99.25,0,Renouvelé
TXN-03615,CLI-6613,COM-104,2022-04-26,Auvergne-Rhône-Alpes,Annecy,PME,40,3,Commercial Terrain,Email Campaign,40.67,Support & Maintenance,Support Platinum,48,2435.44,5.2,2308.8,3,19,28.5,9.5,15,74.4,3,98.27,0,Renouvelé
TXN-03616,CLI-2398,COM-126,2021-01-06,Île-de-France,Montreuil,Particulier,33,2,Partenaire Revendeur,None,0.0,Data & BI,Data Warehouse,1,10618.46,5.3,10055.68,3,16,35.6,6.3,-49,41.4,2,99.89,0,Non renouvelé
TXN-03617,CLI-4503,COM-195,2021-01-27,Nouvelle-Aquitaine,Bordeaux,Particulier,56,1,Digital,Google Ads,499.01,Logiciels SaaS,Collaboration Suite,1,1676.84,8.0,1542.69,3,9,14.6,4.7,47,84.3,0,100.0,0,Renouvelé
TXN-03618,CLI-7259,COM-157,2021-07-02,Bretagne,Quimper,Grand Compte,43,5,Commercial Terrain,Google Ads,109.52,Cybersécurité,SecureGuard Pro,294,13792.33,11.4,12220.0,3,16,32.1,4.6,74,34.4,3,99.51,0,Renouvelé
TXN-03619,CLI-8375,COM-101,2021-08-15,Grand Est,Mulhouse,Grand Compte,30,3,Digital,SEO Organique,12.22,Cybersécurité,SOC 24/7,221,10808.91,9.5,9782.06,3,13,15.7,4.9,-27,87.0,1,97.98,0,Renouvelé
TXN-03620,CLI-4073,COM-134,2023-10-09,Île-de-France,Versailles,PME,43,1,Digital,SEO Organique,7.45,Logiciels SaaS,CRM Pro,42,8236.98,0.7,8179.32,4,40,53.7,5.1,64,92.3,1,98.95,0,Renouvelé
TXN-03621,CLI-9375,COM-125,2021-11-02,Hauts-de-France,Amiens,Particulier,34,5,Commercial Terrain,SEO Organique,21.09,Infrastructure Cloud,Cloud Enterprise,1,1186.63,2.4,1158.15,4,36,11.9,6.3,70,67.4,0,98.51,0,Renouvelé
TXN-03622,CLI-1299,COM-124,2021-07-04,Provence-Alpes-Côte d'Azur,Marseille,PME,18,7,Digital,Email Campaign,30.93,Logiciels SaaS,Collaboration Suite,47,7558.78,5.6,7135.49,4,17,64.6,6.3,7,77.4,1,98.95,0,Renouvelé
TXN-03623,CLI-6539,COM-129,2023-11-14,Île-de-France,Boulogne-Billancourt,TPE,49,2,Partenaire Revendeur,SEO Organique,27.69,Infrastructure Cloud,Hybrid Connect,2,2452.99,2.3,2396.57,3,31,39.0,8.1,100,37.7,2,99.24,0,Upsell
TXN-03624,CLI-3365,COM-197,2021-06-03,Pays de la Loire,Le Mans,Particulier,51,0,Téléphonie,Webinar,67.23,Data & BI,Analytics Engine,1,3837.88,3.8,3692.04,4,26,30.9,9.5,6,56.1,1,100.0,0,Upsell
TXN-03625,CLI-1949,COM-125,2021-07-27,Provence-Alpes-Côte d'Azur,Toulon,Grand Compte,60,7,Commercial Terrain,Webinar,146.91,Logiciels SaaS,HR Manager,280,4924.21,6.1,4623.83,9,30,43.5,8.8,20,43.4,4,97.77,0,Upsell
TXN-03626,CLI-4376,COM-187,2022-06-09,Provence-Alpes-Côte d'Azur,Nice,TPE,43,0,Commercial Terrain,SEO Organique,4.14,Logiciels SaaS,CRM Pro,1,3712.3,3.7,3574.94,2,42,30.4,5.9,27,82.9,3,98.23,0,Renouvelé
TXN-03627,CLI-9845,COM-115,2022-04-19,Île-de-France,Montreuil,PME,35,0,Commercial Terrain,Webinar,69.97,Logiciels SaaS,CRM Pro,26,2218.13,0.7,2202.6,2,2,51.3,6.1,50,36.2,1,98.26,1,Non renouvelé
TXN-03628,CLI-2642,COM-180,2023-07-25,Pays de la Loire,Le Mans,Particulier,48,1,Digital,Webinar,116.18,Support & Maintenance,Support Silver,1,459.4,8.8,418.97,3,53,46.3,10.0,9,64.7,3,98.31,0,Renouvelé
TXN-03629,CLI-4545,COM-180,2022-08-30,Grand Est,Metz,PME,48,3,Inbound Marketing,SEO Organique,9.04,Data & BI,DataViz Pro,33,11056.48,1.7,10868.52,6,9,13.6,4.5,20,47.2,2,99.15,0,Renouvelé
TXN-03630,CLI-8283,COM-168,2022-06-25,Occitanie,Perpignan,Startup,57,7,Inbound Marketing,Email Campaign,10.84,Logiciels SaaS,HR Manager,13,3707.17,1.3,3658.98,4,14,12.8,8.8,-5,62.9,2,99.71,0,Upsell
TXN-03631,CLI-8026,COM-165,2023-08-09,Grand Est,Mulhouse,Startup,37,3,Digital,LinkedIn Ads,430.04,Infrastructure Cloud,Cloud Starter,9,4577.89,5.9,4307.79,6,9,10.4,5.7,38,58.3,1,99.14,0,Renouvelé
TXN-03632,CLI-9404,COM-126,2021-04-13,Île-de-France,Paris,PME,36,9,Digital,SEO Organique,16.67,Logiciels SaaS,ERP Cloud,16,3615.79,5.2,3427.77,4,52,19.9,8.6,75,91.9,2,98.51,0,Upsell
TXN-03633,CLI-5930,COM-168,2021-07-24,Auvergne-Rhône-Alpes,Grenoble,Grand Compte,29,0,Digital,SEO Organique,13.45,Cybersécurité,SOC 24/7,471,20410.11,10.4,18287.46,4,61,32.1,9.3,28,63.2,4,99.65,0,Renouvelé
TXN-03634,CLI-2633,COM-135,2021-12-24,Auvergne-Rhône-Alpes,Lyon,TPE,44,0,Téléphonie,SEO Organique,6.48,Infrastructure Cloud,Cloud Enterprise,9,2121.18,7.8,1955.73,6,4,30.4,7.6,55,38.8,1,100.0,0,Renouvelé
TXN-03635,CLI-9799,COM-146,2021-03-22,Île-de-France,Boulogne-Billancourt,PME,19,2,Téléphonie,None,0.0,Support & Maintenance,Support Platinum,32,852.04,9.8,768.54,5,22,25.7,9.1,24,81.3,4,98.88,0,Upsell
TXN-03636,CLI-5578,COM-151,2022-08-19,Nouvelle-Aquitaine,Bordeaux,Particulier,47,10,Partenaire Revendeur,Email Campaign,23.06,Logiciels SaaS,CRM Pro,1,937.48,6.2,879.36,3,14,39.1,10.0,80,50.6,4,100.0,0,Renouvelé
TXN-03637,CLI-9137,COM-181,2023-01-08,Pays de la Loire,Nantes,Particulier,45,2,Partenaire Revendeur,Email Campaign,19.88,Cybersécurité,Endpoint Shield,1,1831.69,5.2,1736.44,1,6,35.2,4.8,37,87.0,4,99.47,0,Non renouvelé
TXN-03638,CLI-2315,COM-198,2022-10-03,Île-de-France,Montreuil,TPE,45,0,Commercial Terrain,Email Campaign,41.57,Data & BI,DataViz Pro,5,3405.31,9.7,3074.99,6,24,16.8,9.1,3,65.0,4,99.8,0,Renouvelé
TXN-03639,CLI-5262,COM-110,2023-05-23,Provence-Alpes-Côte d'Azur,Marseille,TPE,39,0,Téléphonie,Email Campaign,22.7,Data & BI,Data Warehouse,6,10838.47,2.5,10567.51,1,13,34.3,9.3,37,84.5,3,100.0,0,Renouvelé
TXN-03640,CLI-7258,COM-116,2021-08-26,Île-de-France,Boulogne-Billancourt,TPE,56,0,Téléphonie,Google Ads,68.69,Infrastructure Cloud,Cloud Business,8,3166.32,0.4,3153.65,6,37,76.5,4.6,28,64.1,2,99.45,0,Renouvelé
TXN-03641,CLI-3204,COM-146,2021-07-14,Provence-Alpes-Côte d'Azur,Marseille,Particulier,48,1,Commercial Terrain,Google Ads,228.11,Cybersécurité,SOC 24/7,1,2029.36,2.6,1976.6,1,54,13.8,7.9,27,34.3,2,99.06,0,Non renouvelé
TXN-03642,CLI-3716,COM-182,2021-04-04,Pays de la Loire,Angers,TPE,30,0,Commercial Terrain,SEO Organique,13.02,Infrastructure Cloud,Cloud Enterprise,1,1744.97,9.9,1572.22,5,1,25.3,6.9,46,78.5,1,98.96,0,Upsell
